,Project,url_base,url,html_string,html_lang
#overlay .content-card.content-card--primary:before,
#c1301 + .grid .content-card.content-card--primary:before,
#c2242 + .grid .content-card.content-card--primary:before,
#c2272 + .grid .content-card.content-card--primary:before,
#c2425 + .grid .content-card.content-card--primary:before {
    display: block;
    content: '';
    width: 66px;
    height: 66px;
    position: absolute;
    right: 15px;
    top: -33px;
    background-color: #29b5d4;
    z-index: 1;
    background-image: url(/fileadmin/Bilder/Icons/box_icon_team_alpha.png);
    border-radius: 50px;
    background-position: center;
}*/

#overlay .content-card.content-card--primary .content-card__cta,
#c1301 + .grid .content-card.content-card--primary .button,
#c2242 + .grid .content-card.content-card--primary .content-card__cta{background-color: #29b5d4;} 

#overlay .card-grid__column:nth-of-type(2) .content-card.content-card--primary:before,
#c1301 + .grid .card-grid__column:nth-of-type(2) .content-card.content-card--primary:before {background-color: #002d4b; background-image: url(/fileadmin/Bilder/Icons/box_icon_aesculap_alpha.png);}
#overlay .card-grid__column:nth-of-type(2) .content-card.content-card--primary .button,
#c1301 + .grid .card-grid__column:nth-of-type(2) .content-card.content-card--primary .button {background-color: #002d4b;}
#overlay .card-grid__column:nth-of-type(2) .content-card__cta,
#c1301 + .grid .card-grid__column:nth-of-type(2) .content-card__cta {background-color: #002d4b;}
#overlay .card-grid__column:nth-of-type(3) .content-card.content-card--primary:before,
#c1301 + .grid .card-grid__column:nth-of-type(3) .content-card.content-card--primary:before {background-color:#3482b3; background-image: url(/fileadmin/Bilder/Icons/Icon_Handschlag.png);}
#overlay .card-grid__column:nth-of-type(3) .content-card.content-card--primary .button,
#c1301 + .grid .card-grid__column:nth-of-type(3) .content-card.content-card--primary .button {background-color: #3482b3;}

#c2242 + .grid .card-grid__column:nth-of-type(1) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Willkommen.png);}
#c2242 + .grid .card-grid__column:nth-of-type(2) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Therapie.png);}
#c2242 + .grid .card-grid__column:nth-of-type(4) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/box_icon_team_alpha.png);}
#c2242 + .grid .card-grid__column:nth-of-type(3) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Kontakt.png);}

#c2272 + .grid .content-card.content-card--primary:before {background-color:#002D4B;}
#c2272 + .grid .card-grid__column:nth-of-type(1) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Willkommen.png);}
#c2272 + .grid .card-grid__column:nth-of-type(2) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/box_icon_aesculap_alpha.png);}
#c2272 + .grid .card-grid__column:nth-of-type(3) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/box_icon_klinik_alpha.png);}
#c2272 + .grid .content-card.content-card--primary .content-card__cta {background-color:#002D4B;}

#c2425 + .grid .content-card.content-card--primary:before {background-color:#3482b3;}
#c2425 + .grid .card-grid__column:nth-of-type(1) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Willkommen.png);}
#c2425 + .grid .card-grid__column:nth-of-type(2) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Akademie.png);}
#c2425 + .grid .card-grid__column:nth-of-type(3) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Kontakt.png);}
#c2425 + .grid .content-card.content-card--primary .content-card__cta {background-color:#3482b3;}

/*Stellenanzeigen*/
.page--id-1000024 .top-bar--medium~.wrap--content {padding-top:1rem;}

.page--id-1000024 .navigation--breadcrumb {display:none;}

/* Startseite */
.page--id-1 main {background:#A3D9E7;padding:0 0 2rem 0;margin-top:0;}
.page--id-1 main .content-card {margin-top:0;border:0.5rem solid #fff;}
.page--id-1 header {background:#A3D9E7;}
#c1301 + .grid .content-card__content {position:relative;}
#c1301 + .grid .content-card__content .button {position: absolute;bottom: .75rem;width: calc(100% - 1.5rem);}
#c1301 + .grid .content-card__text:last-child {margin-bottom: 2rem;}


/* Service-Navigation ausblenden */
.wrap.wrap--service {
  display: none;
}

@media only screen and (min-width: 64rem) {
.navigation__logo { top: 0; }
.top-bar--fixed~.wrap--navigation .navigation__logo {top: 1rem;}
.top-bar--medium~.wrap--content { padding-top: 8rem; }
.top-bar.top-bar--medium {height:8rem;}
.top-bar--medium~.wrap--navigation {height:6rem;}
}

/* Podcast */
toujou-third-party-content {
  margin: 0 auto 2rem;
  background:var(--background-color);
}

.third-party-content__placeholder {
    top: 0;
    position: relative;
    -webkit-transform: none;
    transform: none;
  background:var(--primary-color--light);
}

.podcast {
  position: relative;
  width: auto;
  max-width: 100%;
  margin: 0 auto;
}

iframe {
  display: block;
}

/* Therapy Overview */
.therapy-overview {
  width: 100%;
  max-width: 60rem;
  margin: 0 auto;
}

.therapy-overview .text-columns {
  margin-bottom: 2rem !important;
}

.therapy-overview picture {
    max-width: 8rem;
    margin: 0 auto;
}
/*header background*/
.header--half {background:var(--primary-color--light);}


/* FEEDBACK */
#feedback-Fragebogen-1000052 input.radio {border: none;background: none;margin-right: 1rem;}
#feedback-Fragebogen-1000052 input.radio:before {font-family: FontAwesome;background: none;border: none;content: ""\f006"";display: block;color: var(--font-color--light);}
#feedback-Fragebogen-1000052 input.radio.radio--active:before {content: ""\f005"";color: #002d4b;}

#feedback-Fragebogen-1000052 .input-group.input-group--radio {grid-template-columns: 33.333% 2rem 2rem 2rem 2rem 2rem;}
#feedback-Fragebogen-1000052 .radio-group {grid-column: 2;grid-row: 1;position: relative;display: contents;width: 2rem;}
#feedback-Fragebogen-1000052 .radio__label {color: transparent;width: 2rem;display: inline-block;}

/* Consent-Widget */
.consent-widget {bottom:6rem;}

/* Standorte */
.st2 {font-family:var(--paragraph__family) !important;}:root { --toujou-media-copyright-display: none; }:root { --overlay-font-color: rgb(14, 59, 92); }:root { --overlay-bg-color: rgb(255, 255, 255); }
-->
/*]]>*/
</style>





<script>var dataLayer = [];</script>
<link rel=""apple-touch-icon"" sizes=""60x60"" href=""/fileadmin/toujou/assets/1/favicon/apple-touch-icon-60x60.png"">
<link rel=""apple-touch-icon"" sizes=""76x76"" href=""/fileadmin/toujou/assets/1/favicon/apple-touch-icon-76x76.png"">
<link rel=""apple-touch-icon"" sizes=""120x120"" href=""/fileadmin/toujou/assets/1/favicon/apple-touch-icon-120x120.png"">
<link rel=""apple-touch-icon"" sizes=""152x152"" href=""/fileadmin/toujou/assets/1/favicon/apple-touch-icon-152x152.png"">
<link rel=""apple-touch-icon"" sizes=""180x180"" href=""/fileadmin/toujou/assets/1/favicon/apple-touch-icon-180x180.png"">
<link rel=""icon"" type=""image/png"" sizes=""16x16"" href=""/fileadmin/toujou/assets/1/favicon/favicon-16x16.png"">
<link rel=""icon"" type=""image/png"" sizes=""32x32"" href=""/fileadmin/toujou/assets/1/favicon/favicon-32x32.png"">
<link rel=""icon"" type=""image/png"" sizes=""192x192"" href=""/fileadmin/toujou/assets/1/favicon/android-chrome-192x192.png"">
<link rel=""icon"" type=""image/png"" sizes=""512x512"" href=""/fileadmin/toujou/assets/1/favicon/android-chrome-512x512.png"">
<link rel=""manifest"" href=""/fileadmin/toujou/assets/1/favicon/site.webmanifest"">
<link rel=""mask-icon"" color=""#002D4B"" href=""/fileadmin/toujou/assets/1/favicon/safari-pinned-tab.svg"">

        





    

    <script type=""module"" src=""/_assets/06b6999e3e8a558724cbae14c4a6bac6/build/Javascripts/es6/toujou-webcomponents-bundle.js?1690958585"" ></script>


<script type=""module"" src=""/_assets/06b6999e3e8a558724cbae14c4a6bac6/build/Javascripts/es6/tabi.js?1690958585""></script>


    

<link rel=""stylesheet"" type=""text/css"" href=""/_assets/06b6999e3e8a558724cbae14c4a6bac6/build/Stylesheets/print.css?1690958585"" media=""print""/>









<link rel=""canonical"" href=""https://www.naip.de/""/>

<!-- This site is optimized with the Yoast SEO for TYPO3 plugin - https://yoast.com/typo3-extensions-seo/ -->
<script type=""application/ld+json"">[{""@context"":""https:\/\/www.schema.org"",""@type"":""WebSite"",""url"":""https:\/\/www.naip.de\/"",""name"":""n:aip \u2013 Die care:manager""},{""@context"":""https:\/\/www.schema.org"",""@type"":""BreadcrumbList"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""item"":{""@id"":""https:\/\/www.naip.de\/"",""name"":""Home""}}]}]</script>
</head>
<body>





    





    


<div class=""wrap wrap--master"">
    
        <input id=""navigation-state"" class=""state"" type=""checkbox"" aria-hidden=""true"">
        <input id=""contact-state"" class=""state"" type=""checkbox"" aria-hidden=""true"">
        
        <input id=""selector-state"" class=""state"" type=""checkbox"" aria-hidden=""true"">

        

<toujou-topbar topbarType=""fixed""
               class=""top-bar top-bar--medium top-bar--light"">
    <label class=""top-bar__toggle top-bar__toggle--menu"" for=""navigation-state"" id=""navigation-trigger"">
        
        

        <html data-namespace-typo3-fluid=""true"">

    <span class=""burger"" role=""button"">
        <span></span>
        <span></span>
        <span></span>
        <span></span>
        <span></span>
        <span></span>
    </span>

</html>

    </label>
    
            
                <a class=""top-bar__title"" href=""/"">n:aip</a>
            
        

    

    

    
            
                    <label for=""contact-state"" class=""navigation-contact navigation-contact--mobile""></label>
                    <span class=""top-bar__toggle top-bar__toggle--contact""><span></span></span>
                
        
</toujou-topbar>



        


    <div class=""wrap wrap--service wrap--primary"">
        <div class=""wrap__inner wrap__inner--service"">
            
            


    

<ul class=""navigation navigation--service"">
    
        <li class=""navigation-item navigation-item--service"">
            
            
                    <a class=""navigation-item__link"" href=""/feedback/"">
                        Feedback
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
        </li>
    
</ul>





            
        </div>
    </div>



<div class=""wrap wrap--navigation wrap--navigation-light"">
    



    

        


    

<ul id=""mainNavigation"" class=""navigation navigation--main navigation--first-level navigation--small navigation--fixed"">
    
        
        <li class=""navigation-item navigation-item--first-level navigation-item--hasSubNav"" page-uid=""217"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-1-217"" type=""checkbox""/>
            
            
                    
                    <a class=""navigation-item__link navigation-item__link--217-page-uid"" href=""/patienten-angehoerige/"">
                        Patienten &amp; Angehörige
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-1-217""></label>
                



    

<ul class=""navigation navigation--sub-nav navigation--second-level"">
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000067"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000067-page-uid"" href=""/service-navigation/kontakt/"">
                        Kontakt
                    </a>
                

            
        </li>
    
</ul>



            
        </li>
    
        
        <li class=""navigation-item navigation-item--first-level navigation-item--hasSubNav"" page-uid=""218"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-1-218"" type=""checkbox""/>
            
            
                    
                    <a class=""navigation-item__link navigation-item__link--218-page-uid"" href=""/aerzte-klinik-pflege/"">
                        Ärzte, Klinik &amp; Pflege
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-1-218""></label>
                



    

    

<ul class=""navigation navigation--sub-nav navigation--second-level"">
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000030"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000030-page-uid"" href=""/aerzte-klinik-pflege/aerzte/"">
                        Ärzte
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000037"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000037-page-uid"" href=""/aerzte-klinik-pflege/klinik-pflege/"">
                        Klinik &amp; Pflege
                    </a>
                

            
        </li>
    
</ul>



            
        </li>
    
        
        <li class=""navigation-item navigation-item--first-level navigation-item--hasSubNav"" page-uid=""1000007"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-1-1000007"" type=""checkbox""/>
            
            
                    
                    <a class=""navigation-item__link navigation-item__link--1000007-page-uid"" href=""/therapien/"">
                        Therapien
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-1-1000007""></label>
                



    

    

    

    

    

    

    

<ul class=""navigation navigation--sub-nav navigation--second-level"">
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000015"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000015-page-uid"" href=""/leistungen/therapien/parenterale-ernaehrung/"">
                        Parenterale Ernährung
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000014"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000014-page-uid"" href=""/leistungen/therapien/enterale-ernaehrung/"">
                        Enterale Ernährung
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000013"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000013-page-uid"" href=""/leistungen/therapien/wundversorgung/"">
                        Wundversorgung
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000012"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000012-page-uid"" href=""/leistungen/therapien/ableitende-inkontinenz/"">
                        Ableitende Inkontinenz
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000011"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000011-page-uid"" href=""/leistungen/therapien/stomaversorgung/"">
                        Stomaversorgung
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000010"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000010-page-uid"" href=""/leistungen/therapien/tracheostomaversorgung/"">
                        Tracheostomaversorgung
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000008"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000008-page-uid"" href=""/leistungen/therapien/pharmazeutische-therapien/"">
                        Pharmazeutische Therapien
                    </a>
                

            
        </li>
    
</ul>



            
        </li>
    
        
        <li class=""navigation-item navigation-item--first-level navigation-item--hasSubNav"" page-uid=""2"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-1-2"" type=""checkbox""/>
            
            
                    
                    <a class=""navigation-item__link navigation-item__link--2-page-uid"" href=""/ueber-uns/"">
                        Über uns
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-1-2""></label>
                



    
        
    

    
        
    

<ul class=""navigation navigation--sub-nav navigation--second-level navigation--has-subnav"">
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000059"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-2-1000059"" type=""checkbox""/>
            
            <span class=""navigation-item__link navigation-item__link--1000059-page-uid"">Über n:aip</span>

            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-2-1000059""></label>
                

<ul class=""navigation navigation--sub-nav navigation--third-level"">
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000033"">
            
                    <a class=""navigation-item__link navigation-item__link--1000033-page-uid"" href=""/ueber-uns/film-herr-k-will-nach-hause/"">
                        Film
                    </a>
                
        </li>
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""4"">
            
                    <a class=""navigation-item__link navigation-item__link--4-page-uid"" href=""/standorte/"">
                        Standorte
                    </a>
                
        </li>
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000006"">
            
                    <a class=""navigation-item__link navigation-item__link--1000006-page-uid"" href=""/ueber-uns/akademie/"">
                        Akademie
                    </a>
                
        </li>
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000039"">
            
                    <a class=""navigation-item__link navigation-item__link--1000039-page-uid"" href=""/ueber-uns/fragen/"">
                        Fragen
                    </a>
                
        </li>
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000002"">
            
                    <a class=""navigation-item__link navigation-item__link--1000002-page-uid"" href=""/ueber-uns/engagement/"">
                        Engagement
                    </a>
                
        </li>
    
</ul>



            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000065"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-2-1000065"" type=""checkbox""/>
            
            <span class=""navigation-item__link navigation-item__link--1000065-page-uid"">Marken</span>

            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-2-1000065""></label>
                

<ul class=""navigation navigation--sub-nav navigation--third-level"">
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000005"">
            
                    <a class=""navigation-item__link navigation-item__link--1000005-page-uid"" href=""/ueber-uns/caremanager/"">
                        care:manager®
                    </a>
                
        </li>
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000004"">
            
                    <a class=""navigation-item__link navigation-item__link--1000004-page-uid"" href=""/ueber-uns/softcaremanager/"">
                        softcare:manager®
                    </a>
                
        </li>
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000031"">
            
                    <a class=""navigation-item__link navigation-item__link--1000031-page-uid"" href=""/ueber-uns/caremanager-therapie-prozess/"">
                        care:manager T.H.E.R.A.P.I.E® Prozess
                    </a>
                
        </li>
    
</ul>



            
        </li>
    
</ul>



            
        </li>
    
        
        <li class=""navigation-item navigation-item--first-level navigation-item--hasSubNav"" page-uid=""3"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-1-3"" type=""checkbox""/>
            
            
                    
                    <a class=""navigation-item__link navigation-item__link--3-page-uid"" href=""/karriere/"">
                        Karriere
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-1-3""></label>
                



    

    

    

    

<ul class=""navigation navigation--sub-nav navigation--second-level"">
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000025"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000025-page-uid"" href=""/karriere/naip-als-arbeitgeber/"">
                        n:aip als Arbeitgeber
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000024"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000024-page-uid"" href=""/karriere/stellenangebote/"">
                        Stellenangebote
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000022"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000022-page-uid"" href=""/karriere/initiativbewerbung/"">
                        Initiativbewerbung
                    </a>
                

            
        </li>
    
